user_id,stars,text,date
PGkMTm3hiermfR6TE498bw,5,"Such a fascinating and beautiful landmark in Doylestown. This is my favorite place to bring visitors...and no matter how many times I've been there, I always learn something new from each visit! Definitely a must see!",2012-01-24 04:36:42
5RHa6ARjqHnjkk2puc5y_w,3,"Buck-a-shuck Mondays!  I love how close there is a new oyster house so close to my work building.  It's such a pain getting to center city Oyster House and it's always packed for Happy hour.  Now there is another $1 oyster place in the city.  Doc Magrogan's recently opened and is part of a chain.  Their only weekly special so far is the $1 oysters on Mondays from 4-10pm.  They had four different oysters at this price!  Pretty good deal and the oysters were fresh and nicely shucked.  

We also tried some of their regular menu.  I love me some lobster roll but this was a bit disappointing for me.  Comparing to Oyster House, Doc's lobster roll was lacking.  Their bread to lobster ratio was off and didn't have as much flavor.  The crab cake was just alright.  I appreciate being able to see chunks of crab meat but it wasn't spectacular.  

I have been craving fish and chips for a long time (oh Codmother, I miss you).  Doc's fish and chips was pretty terrible.  The batter had absolutely no flavor.  Can you just imagine eating fried paper?  I had to douse it in tartar sauce.  What a shame.

Definitely come here for Buck-a-Shuck Mondays, everything else needs improvement.",2012-08-07 13:48:32
psAjVE1E1XEYyZ4yTfcdYA,5,"This place was everything I expected it to be. We went on a Friday for lunch and we were greeted as soon as we arrived. I ended up ordering the combo with the classic burger with fries and a drink. That ended up being just about$12 so it wasn't cheap but the quality was there to warrant the higher prices. And let's face it, you pay upwards of $8 at regular fast food places so this wasn't that far off. To me, a delicious burger is all about the bun. The brioche bun was fresh, spongy and tasty. All of the rest of the ingredients were good also. The fries were also really good thanks to all of the dipping sauces. My favorites were the sweet chili and bbq sauce. I'm not too into curry but if you are their Curry ketchup is amazing. I definitely plan on returning. Awesome burger!",2018-02-05 04:40:32
psAjVE1E1XEYyZ4yTfcdYA,3,"We came here for lunch since we heard they have an awesome lunch special. I honestly wish I could give this place 3.5 stars because I did not have a bad experience at all and I'd definitely return. 
We sat down right away and they brought us menus, then they took our drink orders. But the poor gal working there was there alone for about the first half hour that we were there so she was just trying to juggle 5 tables which I know is hard. But after she took our orders, reinforcements showed up, our food came out quickly PLUS she had 2 additional people to help with the lunch rush. I ordered the General Tso's chicken which came with veggies, fried rice, an egg roll and a soup for an extra $1! Everything was hot, delicious and fresh. Our office will be moving closer to Thai China Bistro so I hope to become a regular there very soon!",2017-12-12 23:08:30
26Jc2vMTOKXGOwTy729a3g,4,"Finally got to go down and check this place out! I went before the hockey game, and it's a great spot to do that. Service and food was very fast, and have lots of little small plates that are very reasonable price wise. We tried a mixed bag for food & a couple different drinks. They have an extensive beer can and draft list so if you're a beer connoisseur this is definitely the place for you.  Sea Change Blonde for me. The Sauv Blanc was nice as well. 

For food we tried to TaQuito's which were absolutely fantastic. Just like the one at 7-Eleven except think fresh homemade, they're filled with ham and cheese with mustard dipping sauce and we're awesome... So good I didn't get a picture! 

We then went with the burger, nacho broccoli, jerk chicken, grilled cheese and pickled eggs. Burger was awesome and you can get one to four patties... Really nice, like a homemade burger. Also that jerk chicken spicing was fantastic. A little bit of heat hits you late, and almost everything on the menu was only $10. I cannot stress the value here it is incredible!

I'll definitely be back for some casual, comfort food, or before the hockey game... Daily specials look really good as well. Great new fun casual place on 10 fourth Street",2019-09-17 17:40:23
i48cHEyRBl5g9_npYIG7dA,5,"My experience visiting this Macy's Furniture Gallery store was pleasant, my sales clerk was the sweetest lady her name is Shahla. She wasn't pushy, randomly checked on me to make sure I didn't need any help. 

Once I was ready she didn't try to sell me anything extra, she explained the warranty and the special they had going.  

This location is bigger than the Clearwater location. I highly recommend coming to Macy's for any furniture shop you may be considering. 

I purchased the warranty plan, worry no more it's called. I have purchased it in the past, it's well worth it.",2019-09-23 23:54:53
4aCF363Weu2RNAtl3mJ2eg,4,"This place has EVVVVERYTHING. Rotisserie chickens, flat screen TVs, furniture, an ear and vision specialist, pizza parlor, toys, seafood, grills, garden equipment..... I could spend $10,000 in here every time I come, and I always end up buying too much stuff. 

They have one of those giant 90"" LED TVs sitting up front, millions of tires for your car, and lots and lots of massive quantities of food. They have a cheese ball container that is the largest I have ever seen... must have 5000 cheese balls in there... enough to shock even Honey Boo Boo chilllle.

BOTTOM LINE: If you need lots of something, you're likely to find lots of it at Sams Club.",2012-09-19 16:52:56
6CFozKX_jLeGrleFQGl8-Q,5,"We love saritas and they are very consistent. Have to up my star number for regular,  awesomeness!",2020-04-23 16:32:33
UCXxqX1TXzv-cnAG5fYiJA,5,"If I could give this place 10 stars I would, because of Tri, our server, I am hooked on this place for life. Not to mention the chef Damian who I knew exactly what I wanted.
Looking for some spicy shrimp and calamari tempura and boy did he deliver
Excellent customer service I received from Tri, Marcus and chef Damian, I will continue to come as often as possible...
Tri has got to be the manager, I  hope",2017-10-07 19:14:10
_sWha3z3xUK_BXqjl9DPaA,4,"Went here because of all the recent rave reviews on Yelp. I guess it set my expectations too high. I thought the service was good and the price was reasonable. However, I would not give this place 5 stars.

I got a mani and pedi for $40. Made an appointment for Monday at 5pm. Got there at 4:40 and no one was in. I ended up with a Hispanic technician called Isabelle [SP?]. She barely spoke any English but did a scrupulous job on my feet. The hot stone calf massage and the foot massage was nice but only lasted maybe 4 minutes total. I asked her to make the water hotter during the pedicure but she didn't understand me. For the manicure, I got a 1 minute hand massage and another 1 minute neck massage after she had shaped my nails and clipped my cuticle. Felt really good but again, short. 

What I didn't like was that my technician went rough with he cuticle pusher.  I ended up getting a cut on my right pinky. It still hurts and still stings 3 days later! It was also weird that they asked me to pay first before I got my nails painted. The worst part about the experience was that everyone in the establishment was dead silent except for the owners that were playing on the iPads and the only tv that was there was put on some lame beauty infomercial channel. The whole atmosphere felt sorta tense. No one made any conversation. Also, I was not offered anything to drink.

The whole ordeal took maybe an hour and 15 minutes. My manicure was done with Essie and Opi Polish and it already chipped. I have to try gel next time. Overall, Isabelle did not do a bad job but I just didn't feel relaxed or especially pampered from the experience.",2015-11-13 00:33:20
WbGdjbbicsFh7IvtJdxjPA,5,"Impressive. I recently moved here from California ( Please don't judge me ) and have so far been pretty disappointed in the food when eating out in meridian/Boise area. And then I came here for brunch and was blown away. Who is your cook? I want to kiss him. The blueberry ricotta pancakes were fluffy AF and no syrup needed. And the truffle tots?!! Jesus Christ. One of the best things I ever put in my mouth. The house Bloody Mary had me saying Hail Marys after every sip it was soooo good. And the service was exceptional. Our waiter was quick, not hovering and friendly. And the table next to us was a group of fabulous wig wearing dolls out for a bachelorette. Their waitress didn't skip a beat. I don't think I ever saw their mimosa glasses empty. I will be coming back here for many brunch's.",2021-05-02 18:30:51
arClkvdti1PnM2vhILmFeg,2,"I'll spare the details concerning how we came to agree on a new roof.  It's honestly the same except instead of a Sam's Club or BJ's, they canvassed some neighborhoods.  We were interested in a new roof anyway.

The sales pitch is long.  I told our sales guy that I was okay with the material, polypropylene woven fiber, because I was familiar with it due to my profession.  I knew it wouldn't be cheap.  That said, he told me it was required that he finish his sales pitch even if I was okay with the price and the materials.  But that's not what the 2 stars is for since I'm okay with people doing their jobs.  There were a few issues, two I consider major, which is the cause of this poor review.

The small issue was that we needed to contact our insurance for an inspection first.  Because of that we scheduled the repair 2 weeks out, but then within a couple of days the manager for the actual work was at our home and tried to schedule it for just a few days after that.  So either the sales guy didn't know this would happen or knew and lied.  If he didn't know?  Then they need better communication or they risk annoying some customers, like me!  They need to give people time to get their financial and insurance stuff together if they care as much as they claim! 

Their sales pitch is that their employees are not day labor, wear hard hats and harnesses as PPE, physically cover the side of your home and make sure everything is directly disposed and there is no debris all over your yard.  The first crew to show up that was tearing up the roof wore no PPE and covered NOTHING in our yard!  They just threw a piece of tarp down - didn't even straighten it out- and then just threw it near the tarp.  This brings me to issue #2: debris was falling into our AC unit and my husband had to tell them to cover it.  Their covering was to lean a piece of particle board against it which is nothing like what they show you during their sales pitch.  So don't believe this BS hype because that's all it is!  The group of guys actually putting the roof on wore a harness, but no hard hats.  Luckily they are insured, but I took pics using my home camera of their work to be safe.  My husband also went out into the yard and took some pics while they were doing work.  

And the last reason they get 2 stars?  We found a small issue within the week, my husband called to talk their warranty group and left a message.  They never returned our call.  I has been taken care of, but they should return their customer's calls especially within a week of a new install.  

They didn't replace any interior beams like they said they would though.  The sales guy and another inspector marked several beams they claimed they would replace - this is just another BS sales pitch since they only replaced one!  So don't buy their claims about upgrading all of your old or damaged roofing.  Don't even use them because they use polypropylene (PP) - get several opinions and go with whatever you want.  They try to make it sound like they stand out and are different from beginning to end, but the only difference I can see is the polymer instead of tar paper.  Other than this, the roof looks fine and most of the people we dealt with were nice.",2020-03-01 03:41:27
Mc4C7fVY0sEcD-U5eOA2Og,4,"Shawarma was great! Lots of flavor and hot. I didn't order french fries but they came anyway and while I didn't want to eat any fried food the fries were very hot and crispy good. Its mostly carry out but they do have a few tables to sit at. 

People seem friendly enough.

I swear there was some hummus or something in that Shawarma wrap that I got, whatever was in there was good enough to get me to return.",2015-11-13 16:43:39
W6RNouVEfU_4WAtlbUjISg,1,This company is heading for disaster their employees are stubborn Spiteful and rude. The last three times I've been there they got my order all wrong I ordered Over easy eggs they refuse to make them. It's a shame because I used to love Panera bread. Oh I'm gonna be sad to see them go,2021-12-14 14:08:56
s9fb6K62gxO9ZYWn821Sbw,5,"Came for the manicure, stayed for the amenities. 

Evan Todd Salon is inside the Conrad on the 6th floor. If you purchase any of their services you get to enjoy their pool, hot tub, and steam room. What a treat it is! I opted for the gel manicure. The manicurist was lovely and took such care to make sure that I had a great experience. While the others in my party were getting their services done I enjoyed sitting by the pool in my robe and then hopped into the hot tub got a bit. After some hot tub time I hopped in the pool and sauna. The manicure costs about the same amount of any other nail salon but the amenities are out of this world. I can' t wait to spend another relaxing afternoon at Evan Todd.",2019-02-27 02:18:13
6JxSvbB2s8-3jUSd3kx9RQ,5,"We came here for brunch. I had the pan-seared blackened drum, and oh my, it was probably the best dish I've ordered from a restaurant, and this was one of the best meals I've had while in LA. I love mushroom risotto, and theirs were flavorful and had a good consistency. I never thought mushroom risotto would pair well with a white fish, but the flavors complimented each other. The meat of the fish was slightly firm and flaky. The dish has just a good amount of saltiness. The lemon beurre blanc sauce was a nice addition, and I'm glad that the sauce wasn't too lemony. Overall, it was a very delicious and memorable dish, and if I lived in LA, that would've been my go-to from this café.",2021-10-16 17:24:46
Wd3xsNE80xf-7GBAnlalDQ,1,They do nice flower arrangements but have horrible communication skills. We've scheduled appointments for them to install window box flowers and multiple times they have rescheduled or moved our time without  asking us or letting us now. Unacceptable for the prices they charge..,2021-06-02 00:47:42
ErTFkz8EYYgkUE_d8gpCBw,1,"Stay away, they will take your down payment, do a bait and switch, and when you get there, hold your down payment hostage. They will quote you a price in writing, and when you get there raise it significantly and said they made a mistake in the quote. I will never go back there for any reason at all. Please be careful if you go to this business. Customer service is horrible. They with try to milk you for every sent they can. Please be careful with this company, I do not recommend to anyone.",2018-05-11 05:23:43
ivF5aNEwouRcCDMxi3Qp-w,5,"I wanted to shout out to element tanning this morning, Very nice salon and the customer service was excellent. I am so happy the salon is under new ownership. I will definitely be back soon.",2019-03-04 03:07:35
h_erVp39Nr3tjZxEJk-6NQ,4,"Four stars for a decent size Latin grocer that happens to serve some pretty solid food. 
This is probably the most well stocked Latin grocer that I have come across since moving down to Clearwater. They have everything you would want to make a great cinco de mayo party including a piñata if the margaritas make you aggressive (they don't sell tequila). 
They have rows of beans, tortillas, sauces, fresh poblanos, avocados, along with a great selection of dried spices and peppers. 
I tried three different types of tacos with the steak being on point but the chorizo and pastor not holding up to others in the area. All in all they weren't the best tacos but I would come back for them and at 1.99 each it was a generous portion of filling. 
It is a bit intimidating if you do not know Spanish as the hand written menu is only in Spanish but the very polite lady that took my order will gladly translate it for you if you ask. 
They have plenty of seating inside so you can get the order to go or eat there. 
I will definitely be back as each time I've gone it has a good crowd ordering some food and/or getting groceries.",2017-01-22 16:44:20
AsgnfJzXu_W-dDjygyiZEQ,5,"This place was amazing. Best food I have ever had at a bar and grill by far.  All 4 of us had something different - etouffee, jambalaya, shrimp and grits - all completely authentic and full of flavor.   Brick house was French dip- again- best I have ever had.  And don't get me started on the homemade donuts with chocolate sauce!  Ridiculous.  Will be back soon!   Oh and service was awesome also!!!",2021-01-31 02:36:49
r7fgdHDGXZYt2aJdkB6GJw,5,Our favorite New Mexican restaurant! Great chips and salsa. The manager was extremely friendly and even let us sample some fresh juice we were asking about. The mango was amazing.  Really decently priced for the proportions you're getting! Loved my chicken enchiladas. I love that they have a large drink and dessert menu. Can't wait to go back and try some new items.,2014-08-24 17:14:57
wki0Cdk4rRjAoJ3m7YsxSA,5,We were visiting New Orleans over the weekend for my 50th birthday and decided to eat breakfast here and man!! So glad we did. We had a party of 10 from Houston so there was a lot of food ordered. All I know is - everyone loved it! I got the biscuits and gravy plate - those biscuits were so damn good. Nice little baked crunch at the bottom. We totally recommend this spot. Staff was super friendly and our server was great.,2022-01-18 18:55:12
vAIBonsJl5sUgUOF5W85Tg,1,I thought I could make it through a 10 month lease but this is by far the worst apartment complex I've ever encountered. First the parking here is horrible. The laundry facilities don't work half the time. It took me two weeks to move in from the actual move in date because of the leaking ceiling which they waited ALL day to inform me. 3 months later the ceiling started leaking again. There are termites everywhere and in the laundry facility!! I'm absolutely appalled. I should've ran at the first sign of move in but I didn't think it would be all downhill from here. Pay a little more and go some place else.,2018-10-24 17:37:13
I6G8wz_LD_8IsCPxvjs8SQ,1,"They mishandled my account, overcharging me, then did not offer a full refund.",2022-01-19 19:09:39
g0_x4kVvJAYuk96oCcbOmw,2,"So, I stopped by tonight with some friends and we were cut off from the downstairs bar by a forced invitation to the upstairs lounge. Normally not an issue, but one of our company had muscular dystrophy and stairs were a challenge. We assisted our friend up in expectation of the fantastic beverages that were to come. Tonight especially, a taste of 'Root'; the new locally brewed spirit.

We sat at the very small upstairs bar and were given samples of root. It was very nice, a bit sweet for me, and discussed the possibility of mixing it with a prosecca to enhance the base flavors and tone down the sweet.

Unfortunately for us, Nick and Christian were no where to be found, so our discussions were for naught. The waitress who assisted us had no mixology skill, and Sam, the official barkeep, said not ONE WORD to us the hour we were there, nor did he bother to make a drink for us or inquire if we wanted one.

The waitress ended up making our drinks, which we agreed were lame and tame compared to the vivid flavors we are used to from this place. We considered a second round, but after waiting for fifteen minutes with dry glassware I finally gave in and tendered my credit card, paying forty five (yes $45) dollars for the three drinks we had. 

When we first starting coming here, drinks were great, service was brilliant, and we were excited to be part of the Apothecary scene. It sadly seems that as the name has shrunk, so have all other aspects of this bar/lounge, except the price. (The hours have even been cut to wed-sun!)

Sorry Tony, just as we had to walk away from RAW when you cut back the quality, we now have to walk away from here.

So no longer can I recommend the Apothecary, as now its simply APO, and although there's lots of lipstick on this pig, it's not the Marilyn we once loved.",2009-07-03 00:58:03
n7uDfKDOKIRNEyNl0GpaOw,5,This place was absolutely amazing. We came in late perhaps even a minute or two after they closed and we received absolutely stunning service. The food was incredible the drinks were amazing but the service is what really shown. If you don't go to this place you're cheating yourself.,2021-05-05 21:08:58
4YkZe0KKfWszwCIn5vHolQ,4,"This is a local favorite sushi spot of mine (along with a few others). We are outside due to COVID and the inside being pretty busy/full, there were more people than I was comfortable with being around. The outside dining was completely empty, probably in part being the chilly weather. On that particular evening the wind was blowing right down 1st and the dining is completely unprotected. 

The food: I ordered the 1st Ave, Candy Cane and Mexican rolls. All were delicious and discounted since we dined on a Monday (their happy hour day). We ordered the jalapeño w/tuna appetizer recommended by my friend who had it before. The sushi rolls were delicious as always, but the appetizer was not very tasty though my friend swears by it (I will try again next time).",2020-12-28 19:20:41
bWKEA4O88Ho1pceSIHSxow,5,"Such an amazing place with an amazing family making you feel like you're at home eating a home cooked meal!!!! They love to tell you about the history of Ethiopia . LISTEN TO THEM!!!!! Amazing stories!!!! And they've been through so much. Most amazing people. I love the food but I over the company even more  they make you feel at home. Love this restraunt and the family! I'm always visiting them and the food never gets old! (Plus you don't have to use silverware... so fun ) 

Nicolette Miller :)",2019-03-15 04:37:54
HX_AYLlNEd_Oh72Yjv5LTg,4,"This a really cute, local spot with tasty, homemade food. I especially liked the biscuits and gravy Benedict with the crispy twice baked potatoes instead of muffins. We'll be back!",2017-04-02 01:44:18
